region,maxits,proposed_schools_n,starting_point,algorithm,std,ee,eei,proposed_locations,time,sigma
SNNP,20000,5,11,CMA-ES - 1,0.975340202,167141,3204,"[[ 6.92201558 36.31293748]
 [ 7.55220064 36.61681595]
 [ 8.03755237 38.52384609]
 [ 6.58493228 38.76991633]
 [ 8.41585579 38.59194814]]",111.3787339,0.487670101
SNNP,20000,5,11,CMA-ES - 1,0.975340202,166367,2430,"[[ 7.48536603 35.31627877]
 [ 7.00049472 37.63592823]
 [ 6.56394604 35.07391627]
 [ 6.37174672 36.61118641]
 [ 7.08176646 37.77715912]]",135.2563038,0.585204121
SNNP,20000,5,11,CMA-ES - 1,0.975340202,168825,4888,"[[ 6.54723221 38.85555652]
 [ 8.30402738 38.53289872]
 [ 6.58493233 38.76991637]
 [ 6.5055832  39.05646781]
 [ 6.25983113 38.95495048]]",183.9589279,0.682738141
SNNP,20000,5,11,CMA-ES - 1,0.975340202,168069,4132,"[[ 7.43183373 38.05966832]
 [ 7.41764964 36.22851313]
 [ 6.82663003 38.38503516]
 [ 8.41585579 38.59194814]
 [ 8.34200362 38.54901168]]",227.1577969,0.780272161
SNNP,20000,5,11,CMA-ES - 1,0.975340202,168048,4111,"[[ 8.33682906 35.31573531]
 [ 6.15016784 38.19338251]
 [ 6.72635838 37.60458945]
 [ 6.55506367 35.17637421]
 [ 7.1731377  37.9627036 ]]",255.2747381,0.877806181
SNNP,20000,5,11,CMA-ES - 1,0.975340202,170337,6400,"[[ 6.3931057  38.87481076]
 [ 7.03099424 37.88110279]
 [ 6.59057366 38.76806131]
 [ 6.15030392 38.1934523 ]
 [ 6.72635838 37.60458945]]",301.4097261,0.975340202
SNNP,20000,5,12,CMA-ES - 1,0.975340202,166553,2616,"[[ 6.58019183 36.34616907]
 [ 5.80673569 36.55945413]
 [ 6.67212731 38.55055149]
 [ 6.37174672 36.61118641]
 [ 6.48422315 37.17344065]]",17.77582502,0.09753402
SNNP,20000,5,12,CMA-ES - 1,0.975340202,167348,3411,"[[ 6.975442   35.57665491]
 [ 7.66615709 37.64933979]
 [ 5.68637054 35.38890158]
 [ 6.38979715 36.35621702]
 [ 7.17313774 37.96270362]]",39.28221869,0.19506804
SNNP,20000,5,12,CMA-ES - 1,0.975340202,167382,3445,"[[ 7.39996301 38.05375456]
 [ 6.7203034  37.7686938 ]
 [ 6.75013818 36.18790446]
 [ 5.78144774 36.57525676]
 [ 7.08176645 37.77715914]]",69.3467381,0.29260206
SNNP,20000,5,12,CMA-ES - 1,0.975340202,167046,3109,"[[ 7.01361649 37.83525757]
 [ 7.28648359 36.18922551]
 [ 7.09308064 36.34316688]
 [ 7.08045804 37.77111573]
 [ 7.00006318 37.63587665]]",93.74547958,0.390136081
SNNP,20000,5,12,CMA-ES - 1,0.975340202,166446,2509,"[[ 7.38888412 37.06729079]
 [ 6.86927336 35.44725242]
 [ 8.37746108 37.15313256]
 [ 7.42671842 35.10866433]
 [ 6.58493229 38.76991633]]",114.9092424,0.487670101
SNNP,20000,5,12,CMA-ES - 1,0.975340202,166492,2555,"[[ 7.79735544 37.68270808]
 [ 6.02271268 37.15939014]
 [ 7.13456906 35.33775315]
 [ 7.54086287 35.09334025]
 [ 7.43791896 37.60622347]]",135.656877,0.585204121
SNNP,20000,5,12,CMA-ES - 1,0.975340202,166775,2838,"[[ 8.28595044 37.86734737]
 [ 5.71990931 35.77756235]
 [ 6.86927336 35.44725242]
 [ 6.58493229 38.76991634]
 [ 6.30092968 35.44748429]]",160.0053167,0.682738141
SNNP,20000,5,12,CMA-ES - 1,0.975340202,166815,2878,"[[ 6.89018091 38.3010911 ]
 [ 5.74627842 35.07622895]
 [ 6.24430294 35.06895742]
 [ 7.00110664 37.63708014]
 [ 7.01361649 37.83525757]]",179.950861,0.780272161
SNNP,20000,5,12,CMA-ES - 1,0.975340202,167988,4051,"[[ 7.74697895 35.66407204]
 [ 8.34200362 38.54901168]
 [ 6.58493227 38.76991632]
 [ 6.97159554 35.57841584]
 [ 5.76404393 36.84613   ]]",222.3688164,0.877806181
SNNP,20000,5,12,CMA-ES - 1,0.975340202,167822,3885,"[[ 8.21608351 36.58494111]
 [ 6.95167699 35.82587415]
 [ 6.62799062 38.74062516]
 [ 6.97411808 35.57466777]
 [ 6.5948896  39.0755473 ]]",246.5383518,0.975340202
SNNP,20000,5,13,CMA-ES - 1,0.975340202,169485,5548,"[[ 7.07023779 35.58771074]
 [ 5.74886462 35.7722331 ]
 [ 6.72635838 37.60458945]
 [ 7.43791895 37.60622347]
 [ 6.15033977 38.19347065]]",24.22514606,0.09753402
SNNP,20000,5,13,CMA-ES - 1,0.975340202,168481,4544,"[[ 7.6457502  37.97974019]
 [ 6.9448729  35.82934967]
 [ 6.72635838 37.60458945]
 [ 7.81406351 37.74447184]
 [ 6.59975745 38.75758135]]",61.8107357,0.19506804
SNNP,20000,5,13,CMA-ES - 1,0.975340202,167445,3508,"[[ 8.21869491 36.36385711]
 [ 7.1731377  37.9627036 ]
 [ 6.86927336 35.44725242]
 [ 6.59057366 38.76806131]
 [ 5.70787049 35.60050124]]",89.71594548,0.29260206
SNNP,20000,5,13,CMA-ES - 1,0.975340202,166406,2469,"[[ 6.94141322 35.55824807]
 [ 8.27832056 38.56692578]
 [ 8.18883153 38.40976689]
 [ 7.40862852 36.24995824]
 [ 7.40258454 38.0700996 ]]",116.1430047,0.390136081
SNNP,20000,5,13,CMA-ES - 1,0.975340202,168807,4870,"[[ 6.15021375 38.19340605]
 [ 8.3420036  38.54901169]
 [ 6.89356679 37.61644384]
 [ 5.78019282 36.56133458]
 [ 7.26871094 35.18760881]]",144.1731815,0.487670101
SNNP,20000,5,13,CMA-ES - 1,0.975340202,167538,3601,"[[ 8.2378542  35.06722646]
 [ 6.07486476 36.54263401]
 [ 7.17313776 37.96270363]
 [ 6.99925854 37.63624324]
 [ 6.58493225 38.7699163 ]]",184.6581244,0.585204121
SNNP,20000,5,13,CMA-ES - 1,0.975340202,168180,4243,"[[ 6.15021908 38.19340879]
 [ 8.12317939 38.05232891]
 [ 6.42091773 36.32964574]
 [ 7.39996301 38.05375456]
 [ 8.4250874  38.54610303]]",217.9253805,0.682738141
SNNP,20000,5,13,CMA-ES - 1,0.975340202,167493,3556,"[[ 7.56551395 37.76485202]
 [ 6.63443401 38.73591093]
 [ 8.04419615 38.91910998]
 [ 6.76982301 37.41658758]
 [ 7.44132427 37.62824306]]",243.8619552,0.780272161
SNNP,20000,5,13,CMA-ES - 1,0.975340202,168408,4471,"[[ 7.03099426 37.88110278]
 [ 7.1922898  35.17455427]
 [ 7.43791892 37.60622348]
 [ 8.30402739 38.53289872]
 [ 7.03613975 37.97738457]]",281.7268517,0.877806181
SNNP,20000,5,13,CMA-ES - 1,0.975340202,168031,4094,"[[ 6.99876014 37.63637634]
 [ 8.11722363 36.33483366]
 [ 6.82663003 38.38503517]
 [ 6.91108871 37.88275235]
 [ 6.46356711 38.81467594]]",317.65361,0.975340202
SNNP,20000,5,14,CMA-ES - 1,0.975340202,165177,1240,"[[ 5.94173787 35.17331438]
 [ 5.93866015 37.44282631]
 [ 7.09308065 36.34316686]
 [ 8.26350863 38.50737238]
 [ 8.33644752 37.56292455]]",17.75267506,0.09753402
SNNP,20000,5,14,CMA-ES - 1,0.975340202,168240,4303,"[[ 6.72635838 37.60458945]
 [ 6.8305492  36.61403195]
 [ 6.99874136 37.6354887 ]
 [ 7.17313787 37.96270369]
 [ 6.46356711 38.81467594]]",50.23238969,0.19506804
SNNP,20000,5,14,CMA-ES - 1,0.975340202,167188,3251,"[[ 8.21388403 35.11159978]
 [ 6.76782766 37.324346  ]
 [ 6.59551276 38.7635261 ]
 [ 7.98166887 38.51133671]
 [ 8.35788185 35.35972037]]",83.44936776,0.29260206
SNNP,20000,5,14,CMA-ES - 1,0.975340202,168126,4189,"[[ 6.84858729 35.47076231]
 [ 8.30174814 35.46660051]
 [ 6.97711829 35.57913257]
 [ 6.58493229 38.76991633]
 [ 7.85436118 35.58291461]]",116.9902027,0.390136081
SNNP,20000,5,14,CMA-ES - 1,0.975340202,166659,2722,"[[ 6.76278214 35.25907541]
 [ 6.15988361 38.21743661]
 [ 8.13452575 38.03314218]
 [ 8.05744801 38.48566677]
 [ 6.24012805 38.38842881]]",142.3773882,0.487670101
SNNP,20000,5,14,CMA-ES - 1,0.975340202,168662,4725,"[[ 7.54997363 38.06964213]
 [ 6.86927336 35.44725242]
 [ 6.77177606 37.87233943]
 [ 7.43183373 38.05966832]
 [ 7.17313766 37.96270358]]",189.9511578,0.585204121
SNNP,20000,5,14,CMA-ES - 1,0.975340202,166576,2639,"[[ 6.86927336 35.44725242]
 [ 5.95267307 37.68321741]
 [ 6.1383754  35.75558843]
 [ 7.00109905 37.63661244]
 [ 8.18365011 37.85141472]]",210.6669376,0.682738141
SNNP,20000,5,14,CMA-ES - 1,0.975340202,169019,5082,"[[ 6.5055832  39.05646776]
 [ 8.41585579 38.59194814]
 [ 6.59057366 38.76806131]
 [ 8.09896782 36.76387406]
 [ 7.43791894 37.60622348]]",257.5917003,0.780272161
SNNP,20000,5,14,CMA-ES - 1,0.975340202,167975,4038,"[[ 6.50558321 39.05646768]
 [ 6.87294044 35.74725407]
 [ 6.59057366 38.76806131]
 [ 8.36634231 35.09757243]
 [ 7.00330233 37.63657412]]",293.0393803,0.877806181
SNNP,20000,5,14,CMA-ES - 1,0.975340202,168375,4438,"[[ 8.11383881 35.49219679]
 [ 7.13962298 37.65083246]
 [ 6.97746946 35.57698236]
 [ 7.6942427  37.84415534]
 [ 6.58493229 38.76991634]]",340.3030739,0.975340202
SNNP,20000,5,15,CMA-ES - 1,0.975340202,168184,4247,"[[ 6.98045329 35.56782529]
 [ 5.83536581 37.79268234]
 [ 6.8490163  35.47074884]
 [ 7.00136057 37.65875638]
 [ 8.11320136 38.05533648]]",33.26176453,0.09753402
SNNP,20000,5,15,CMA-ES - 1,0.975340202,167852,3915,"[[ 8.34200361 38.54901169]
 [ 5.65583932 36.56510185]
 [ 6.59057366 38.76806131]
 [ 8.22953856 36.41390924]
 [ 6.77256519 37.34715274]]",62.49291682,0.19506804
SNNP,20000,5,15,CMA-ES - 1,0.975340202,167490,3553,"[[ 5.80656391 36.66154831]
 [ 5.79660325 36.58626833]
 [ 7.14208903 37.66379837]
 [ 6.97237816 35.58128898]
 [ 5.72617339 35.78430542]]",85.93791366,0.29260206
SNNP,20000,5,15,CMA-ES - 1,0.975340202,166985,3048,"[[ 8.30402739 38.53289872]
 [ 5.78834885 36.56437465]
 [ 6.3456689  37.0450723 ]
 [ 6.95358653 35.82909988]
 [ 8.41585579 38.59194814]]",109.8494501,0.390136081
SNNP,20000,5,15,CMA-ES - 1,0.975340202,169741,5804,"[[ 7.01324394 38.29150986]
 [ 7.139623   37.65083249]
 [ 7.1731377  37.9627036 ]
 [ 6.96882176 35.57950431]
 [ 6.59057366 38.76806131]]",144.1737711,0.487670101
SNNP,20000,5,15,CMA-ES - 1,0.975340202,168450,4513,"[[ 6.25983126 38.95495038]
 [ 8.0375523  38.523846  ]
 [ 6.88084483 35.44746315]
 [ 8.4278852  36.13701874]
 [ 6.59057366 38.76806131]]",177.178966,0.585204121
SNNP,20000,5,15,CMA-ES - 1,0.975340202,167807,3870,"[[ 8.18365011 37.85141472]
 [ 7.16372678 35.63621099]
 [ 6.54306691 38.70253643]
 [ 6.00825574 38.34096921]
 [ 6.58493229 38.76991633]]",208.7421112,0.682738141
SNNP,20000,5,15,CMA-ES - 1,0.975340202,168250,4313,"[[ 6.89018091 38.3010911 ]
 [ 6.58493229 38.76991633]
 [ 6.97907563 35.567543  ]
 [ 6.36446246 35.17205852]
 [ 7.07101952 36.19725727]]",231.6909499,0.780272161
SNNP,20000,5,15,CMA-ES - 1,0.975340202,165823,1886,"[[ 5.68915378 39.0486588 ]
 [ 6.76676056 36.44542691]
 [ 7.17313777 37.96270364]
 [ 6.81450346 35.24779063]
 [ 6.91108868 37.88275234]]",252.9912293,0.877806181
SNNP,20000,5,15,CMA-ES - 1,0.975340202,168201,4264,"[[ 6.97445264 35.57403349]
 [ 8.03755236 38.52384607]
 [ 8.28761985 36.47291782]
 [ 5.79908579 35.15150132]
 [ 6.59057366 38.76806131]]",278.1188443,0.975340202
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167720,3783,"[[ 7.97280325 37.83845491]
 [ 7.00142346 37.6368582 ]
 [ 6.77256519 37.34715274]
 [ 7.89556654 35.59982252]
 [ 6.95112406 35.82464941]]",25.23306632,0.09753402
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167511,3574,"[[ 6.37174672 36.61118641]
 [ 7.55497911 37.77188012]
 [ 8.03755235 38.52384607]
 [ 5.90466118 35.60388076]
 [ 6.99684257 37.63574763]]",48.41858387,0.19506804
SNNP,20000,5,16,CMA-ES - 1,0.975340202,168066,4129,"[[ 7.92949543 37.48638524]
 [ 6.46356711 38.81467594]
 [ 6.99724731 37.63596018]
 [ 6.58493229 38.76991634]
 [ 7.36165149 35.59102308]]",74.573421,0.29260206
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167270,3333,"[[ 7.51894118 35.22611597]
 [ 5.72422863 35.67026706]
 [ 8.12317939 38.05232891]
 [ 6.82663003 38.38503516]
 [ 6.58493228 38.76991633]]",98.43992424,0.390136081
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167123,3186,"[[ 7.81406352 37.74447187]
 [ 7.45678054 37.6404185 ]
 [ 7.4319657  37.59409755]
 [ 7.39034473 38.18499086]
 [ 7.26493831 36.66343383]]",126.4769957,0.487670101
SNNP,20000,5,16,CMA-ES - 1,0.975340202,166147,2210,"[[ 7.09308064 36.3431669 ]
 [ 7.17313777 37.96270364]
 [ 8.29058726 36.27564783]
 [ 7.51487798 35.70160732]
 [ 6.99769805 37.63588328]]",153.4793417,0.585204121
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167059,3122,"[[ 8.28569409 36.35028658]
 [ 6.77218646 37.85263423]
 [ 6.73766622 37.89295278]
 [ 6.37174672 36.61118641]
 [ 6.87659691 35.44679685]]",177.7418687,0.682738141
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167163,3226,"[[ 6.12390359 37.76112572]
 [ 6.87294044 35.74725409]
 [ 6.99676777 37.63540302]
 [ 6.59057366 38.76806131]
 [ 8.33328104 38.07096739]]",202.2807674,0.780272161
SNNP,20000,5,16,CMA-ES - 1,0.975340202,166201,2264,"[[ 6.11833855 35.12834281]
 [ 6.88224208 35.67390635]
 [ 6.97170392 35.58346153]
 [ 5.65599366 35.35047198]
 [ 6.4799361  38.47232022]]",231.0518587,0.877806181
SNNP,20000,5,16,CMA-ES - 1,0.975340202,167835,3898,"[[ 6.58493228 38.76991633]
 [ 7.65288829 36.53530447]
 [ 7.43183368 38.05966834]
 [ 6.97279155 35.06757797]
 [ 6.54306689 38.7025364 ]]",264.062964,0.975340202
SNNP,20000,5,17,CMA-ES - 1,0.975340202,165654,1717,"[[ 6.79385722 36.17526444]
 [ 7.76446459 35.92835613]
 [ 6.58493229 38.76991633]
 [ 5.93319154 35.62641184]
 [ 6.79779525 35.2570242 ]]",22.54549599,0.09753402
SNNP,20000,5,17,CMA-ES - 1,0.975340202,167378,3441,"[[ 7.1991731  35.97441953]
 [ 6.01158267 36.59955248]
 [ 6.58493229 38.76991634]
 [ 7.03613975 37.97738457]
 [ 6.77177607 37.87233943]]",49.0070672,0.19506804
SNNP,20000,5,17,CMA-ES - 1,0.975340202,165941,2004,"[[ 8.27453248 36.01847917]
 [ 6.99796727 37.63545247]
 [ 6.41417322 36.86579895]
 [ 6.19869649 36.99237528]
 [ 6.72635838 37.60458945]]",66.91428328,0.29260206
SNNP,20000,5,17,CMA-ES - 1,0.975340202,165522,1585,"[[ 5.7726144  36.58626929]
 [ 6.80827666 36.247941  ]
 [ 6.98063869 35.12900994]
 [ 8.19944222 37.84013199]
 [ 5.82361086 35.40114837]]",84.69720125,0.390136081
SNNP,20000,5,17,CMA-ES - 1,0.975340202,167141,3204,"[[ 6.92201558 36.31293748]
 [ 7.55220064 36.61681595]
 [ 8.03755237 38.52384609]
 [ 6.58493228 38.76991633]
 [ 8.41585579 38.59194814]]",111.0296247,0.487670101
SNNP,20000,5,17,CMA-ES - 1,0.975340202,166367,2430,"[[ 7.48536603 35.31627877]
 [ 7.00049472 37.63592823]
 [ 6.56394604 35.07391627]
 [ 6.37174672 36.61118641]
 [ 7.08176646 37.77715912]]",134.80984,0.585204121
SNNP,20000,5,17,CMA-ES - 1,0.975340202,168825,4888,"[[ 6.54723221 38.85555652]
 [ 8.30402738 38.53289872]
 [ 6.58493233 38.76991637]
 [ 6.5055832  39.05646781]
 [ 6.25983113 38.95495048]]",183.1262598,0.682738141
SNNP,20000,5,17,CMA-ES - 1,0.975340202,168069,4132,"[[ 7.43183373 38.05966832]
 [ 7.41764964 36.22851313]
 [ 6.82663003 38.38503516]
 [ 8.41585579 38.59194814]
 [ 8.34200362 38.54901168]]",226.6158574,0.780272161
SNNP,20000,5,17,CMA-ES - 1,0.975340202,168048,4111,"[[ 8.33682906 35.31573531]
 [ 6.15016784 38.19338251]
 [ 6.72635838 37.60458945]
 [ 6.55506367 35.17637421]
 [ 7.1731377  37.9627036 ]]",254.6482704,0.877806181
SNNP,20000,5,17,CMA-ES - 1,0.975340202,170337,6400,"[[ 6.3931057  38.87481076]
 [ 7.03099424 37.88110279]
 [ 6.59057366 38.76806131]
 [ 6.15030392 38.1934523 ]
 [ 6.72635838 37.60458945]]",301.3113732,0.975340202
SNNP,20000,5,18,CMA-ES - 1,0.975340202,166553,2616,"[[ 6.58019183 36.34616907]
 [ 5.80673569 36.55945413]
 [ 6.67212731 38.55055149]
 [ 6.37174672 36.61118641]
 [ 6.48422315 37.17344065]]",17.47062325,0.09753402
SNNP,20000,5,18,CMA-ES - 1,0.975340202,167348,3411,"[[ 6.975442   35.57665491]
 [ 7.66615709 37.64933979]
 [ 5.68637054 35.38890158]
 [ 6.38979715 36.35621702]
 [ 7.17313774 37.96270362]]",39.3354218,0.19506804
SNNP,20000,5,18,CMA-ES - 1,0.975340202,167382,3445,"[[ 7.39996301 38.05375456]
 [ 6.7203034  37.7686938 ]
 [ 6.75013818 36.18790446]
 [ 5.78144774 36.57525676]
 [ 7.08176645 37.77715914]]",69.46455216,0.29260206
SNNP,20000,5,18,CMA-ES - 1,0.975340202,167046,3109,"[[ 7.01361649 37.83525757]
 [ 7.28648359 36.18922551]
 [ 7.09308064 36.34316688]
 [ 7.08045804 37.77111573]
 [ 7.00006318 37.63587665]]",93.98494577,0.390136081
SNNP,20000,5,18,CMA-ES - 1,0.975340202,166446,2509,"[[ 7.38888412 37.06729079]
 [ 6.86927336 35.44725242]
 [ 8.37746108 37.15313256]
 [ 7.42671842 35.10866433]
 [ 6.58493229 38.76991633]]",115.4758172,0.487670101
SNNP,20000,5,18,CMA-ES - 1,0.975340202,166492,2555,"[[ 7.79735544 37.68270808]
 [ 6.02271268 37.15939014]
 [ 7.13456906 35.33775315]
 [ 7.54086287 35.09334025]
 [ 7.43791896 37.60622347]]",135.7308326,0.585204121
SNNP,20000,5,18,CMA-ES - 1,0.975340202,166775,2838,"[[ 8.28595044 37.86734737]
 [ 5.71990931 35.77756235]
 [ 6.86927336 35.44725242]
 [ 6.58493229 38.76991634]
 [ 6.30092968 35.44748429]]",160.2223179,0.682738141
SNNP,20000,5,18,CMA-ES - 1,0.975340202,166815,2878,"[[ 6.89018091 38.3010911 ]
 [ 5.74627842 35.07622895]
 [ 6.24430294 35.06895742]
 [ 7.00110664 37.63708014]
 [ 7.01361649 37.83525757]]",180.4288528,0.780272161
SNNP,20000,5,18,CMA-ES - 1,0.975340202,167988,4051,"[[ 7.74697895 35.66407204]
 [ 8.34200362 38.54901168]
 [ 6.58493227 38.76991632]
 [ 6.97159554 35.57841584]
 [ 5.76404393 36.84613   ]]",222.6195006,0.877806181
SNNP,20000,5,18,CMA-ES - 1,0.975340202,167822,3885,"[[ 8.21608351 36.58494111]
 [ 6.95167699 35.82587415]
 [ 6.62799062 38.74062516]
 [ 6.97411808 35.57466777]
 [ 6.5948896  39.0755473 ]]",247.1049626,0.975340202
SNNP,20000,5,19,CMA-ES - 1,0.975340202,169485,5548,"[[ 7.07023779 35.58771074]
 [ 5.74886462 35.7722331 ]
 [ 6.72635838 37.60458945]
 [ 7.43791895 37.60622347]
 [ 6.15033977 38.19347065]]",24.6903739,0.09753402
SNNP,20000,5,19,CMA-ES - 1,0.975340202,168481,4544,"[[ 7.6457502  37.97974019]
 [ 6.9448729  35.82934967]
 [ 6.72635838 37.60458945]
 [ 7.81406351 37.74447184]
 [ 6.59975745 38.75758135]]",61.74335861,0.19506804
SNNP,20000,5,19,CMA-ES - 1,0.975340202,167445,3508,"[[ 8.21869491 36.36385711]
 [ 7.1731377  37.9627036 ]
 [ 6.86927336 35.44725242]
 [ 6.59057366 38.76806131]
 [ 5.70787049 35.60050124]]",89.51055384,0.29260206
SNNP,20000,5,19,CMA-ES - 1,0.975340202,166406,2469,"[[ 6.94141322 35.55824807]
 [ 8.27832056 38.56692578]
 [ 8.18883153 38.40976689]
 [ 7.40862852 36.24995824]
 [ 7.40258454 38.0700996 ]]",116.0381289,0.390136081
SNNP,20000,5,19,CMA-ES - 1,0.975340202,168807,4870,"[[ 6.15021375 38.19340605]
 [ 8.3420036  38.54901169]
 [ 6.89356679 37.61644384]
 [ 5.78019282 36.56133458]
 [ 7.26871094 35.18760881]]",143.9010057,0.487670101
SNNP,20000,5,19,CMA-ES - 1,0.975340202,167538,3601,"[[ 8.2378542  35.06722646]
 [ 6.07486476 36.54263401]
 [ 7.17313776 37.96270363]
 [ 6.99925854 37.63624324]
 [ 6.58493225 38.7699163 ]]",184.0747054,0.585204121
SNNP,20000,5,19,CMA-ES - 1,0.975340202,168180,4243,"[[ 6.15021908 38.19340879]
 [ 8.12317939 38.05232891]
 [ 6.42091773 36.32964574]
 [ 7.39996301 38.05375456]
 [ 8.4250874  38.54610303]]",217.5429137,0.682738141
SNNP,20000,5,19,CMA-ES - 1,0.975340202,167493,3556,"[[ 7.56551395 37.76485202]
 [ 6.63443401 38.73591093]
 [ 8.04419615 38.91910998]
 [ 6.76982301 37.41658758]
 [ 7.44132427 37.62824306]]",243.7930434,0.780272161
SNNP,20000,5,19,CMA-ES - 1,0.975340202,168408,4471,"[[ 7.03099426 37.88110278]
 [ 7.1922898  35.17455427]
 [ 7.43791892 37.60622348]
 [ 8.30402739 38.53289872]
 [ 7.03613975 37.97738457]]",281.0971119,0.877806181
SNNP,20000,5,19,CMA-ES - 1,0.975340202,168031,4094,"[[ 6.99876014 37.63637634]
 [ 8.11722363 36.33483366]
 [ 6.82663003 38.38503517]
 [ 6.91108871 37.88275235]
 [ 6.46356711 38.81467594]]",316.5276656,0.975340202
SNNP,20000,5,20,CMA-ES - 1,0.975340202,165177,1240,"[[ 5.94173787 35.17331438]
 [ 5.93866015 37.44282631]
 [ 7.09308065 36.34316686]
 [ 8.26350863 38.50737238]
 [ 8.33644752 37.56292455]]",18.03770804,0.09753402
SNNP,20000,5,20,CMA-ES - 1,0.975340202,168240,4303,"[[ 6.72635838 37.60458945]
 [ 6.8305492  36.61403195]
 [ 6.99874136 37.6354887 ]
 [ 7.17313787 37.96270369]
 [ 6.46356711 38.81467594]]",50.644099,0.19506804
SNNP,20000,5,20,CMA-ES - 1,0.975340202,167188,3251,"[[ 8.21388403 35.11159978]
 [ 6.76782766 37.324346  ]
 [ 6.59551276 38.7635261 ]
 [ 7.98166887 38.51133671]
 [ 8.35788185 35.35972037]]",83.38198519,0.29260206
SNNP,20000,5,20,CMA-ES - 1,0.975340202,168126,4189,"[[ 6.84858729 35.47076231]
 [ 8.30174814 35.46660051]
 [ 6.97711829 35.57913257]
 [ 6.58493229 38.76991633]
 [ 7.85436118 35.58291461]]",112.5441992,0.390136081
SNNP,20000,5,20,CMA-ES - 1,0.975340202,166659,2722,"[[ 6.76278214 35.25907541]
 [ 6.15988361 38.21743661]
 [ 8.13452575 38.03314218]
 [ 8.05744801 38.48566677]
 [ 6.24012805 38.38842881]]",137.7956653,0.487670101
SNNP,20000,5,20,CMA-ES - 1,0.975340202,168662,4725,"[[ 7.54997363 38.06964213]
 [ 6.86927336 35.44725242]
 [ 6.77177606 37.87233943]
 [ 7.43183373 38.05966832]
 [ 7.17313766 37.96270358]]",185.6864665,0.585204121
SNNP,20000,5,20,CMA-ES - 1,0.975340202,166576,2639,"[[ 6.86927336 35.44725242]
 [ 5.95267307 37.68321741]
 [ 6.1383754  35.75558843]
 [ 7.00109905 37.63661244]
 [ 8.18365011 37.85141472]]",205.813684,0.682738141
SNNP,20000,5,20,CMA-ES - 1,0.975340202,169019,5082,"[[ 6.5055832  39.05646776]
 [ 8.41585579 38.59194814]
 [ 6.59057366 38.76806131]
 [ 8.09896782 36.76387406]
 [ 7.43791894 37.60622348]]",250.1098011,0.780272161
SNNP,20000,5,20,CMA-ES - 1,0.975340202,167975,4038,"[[ 6.50558321 39.05646768]
 [ 6.87294044 35.74725407]
 [ 6.59057366 38.76806131]
 [ 8.36634231 35.09757243]
 [ 7.00330233 37.63657412]]",286.0619385,0.877806181
SNNP,20000,5,20,CMA-ES - 1,0.975340202,168375,4438,"[[ 8.11383881 35.49219679]
 [ 7.13962298 37.65083246]
 [ 6.97746946 35.57698236]
 [ 7.6942427  37.84415534]
 [ 6.58493229 38.76991634]]",333.3608055,0.975340202
SNNP,20000,5,21,CMA-ES - 1,0.975340202,168184,4247,"[[ 6.98045329 35.56782529]
 [ 5.83536581 37.79268234]
 [ 6.8490163  35.47074884]
 [ 7.00136057 37.65875638]
 [ 8.11320136 38.05533648]]",33.7891283,0.09753402
SNNP,20000,5,21,CMA-ES - 1,0.975340202,167852,3915,"[[ 8.34200361 38.54901169]
 [ 5.65583932 36.56510185]
 [ 6.59057366 38.76806131]
 [ 8.22953856 36.41390924]
 [ 6.77256519 37.34715274]]",62.85454774,0.19506804
SNNP,20000,5,21,CMA-ES - 1,0.975340202,167490,3553,"[[ 5.80656391 36.66154831]
 [ 5.79660325 36.58626833]
 [ 7.14208903 37.66379837]
 [ 6.97237816 35.58128898]
 [ 5.72617339 35.78430542]]",86.40447736,0.29260206
SNNP,20000,5,21,CMA-ES - 1,0.975340202,166985,3048,"[[ 8.30402739 38.53289872]
 [ 5.78834885 36.56437465]
 [ 6.3456689  37.0450723 ]
 [ 6.95358653 35.82909988]
 [ 8.41585579 38.59194814]]",111.3424845,0.390136081
SNNP,20000,5,21,CMA-ES - 1,0.975340202,169741,5804,"[[ 7.01324394 38.29150986]
 [ 7.139623   37.65083249]
 [ 7.1731377  37.9627036 ]
 [ 6.96882176 35.57950431]
 [ 6.59057366 38.76806131]]",145.7334127,0.487670101
SNNP,20000,5,21,CMA-ES - 1,0.975340202,168450,4513,"[[ 6.25983126 38.95495038]
 [ 8.0375523  38.523846  ]
 [ 6.88084483 35.44746315]
 [ 8.4278852  36.13701874]
 [ 6.59057366 38.76806131]]",179.1758544,0.585204121
SNNP,20000,5,21,CMA-ES - 1,0.975340202,167807,3870,"[[ 8.18365011 37.85141472]
 [ 7.16372678 35.63621099]
 [ 6.54306691 38.70253643]
 [ 6.00825574 38.34096921]
 [ 6.58493229 38.76991633]]",211.18856,0.682738141
SNNP,20000,5,21,CMA-ES - 1,0.975340202,168250,4313,"[[ 6.89018091 38.3010911 ]
 [ 6.58493229 38.76991633]
 [ 6.97907563 35.567543  ]
 [ 6.36446246 35.17205852]
 [ 7.07101952 36.19725727]]",233.0499482,0.780272161
